rank,client_hash_id,content_hash_id,action_score,predicted_label,model_confidence,reason_code,action_label,total_impressions,clicks_a,ctr,avg_position,position_volatility,active_gsc_days,volume_tier
10095,client_62f4a7e64f5e0096,content_0c447a1b6ce885a4,84.42,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1165.0,0.0,0.0,24.65,15.02,47,high
10096,client_73cda7b4e4f265ea,content_ae4f16edc7085e03,84.42,growing,0.9633333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1099.0,2.0,0.0018,4.91,4.57,75,high
10097,client_e547b89c05043229,content_89f3d637da9a3c99,84.42,growing,0.9666666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1049.0,1.0,0.001,17.32,7.8,47,high
10098,client_fef1a8f436438636,content_0717da99fbd8c274,84.41,declining,0.7166666666666667,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,253083.0,873.0,0.0034,7.63,1.16,92,high
10099,client_62f4a7e64f5e0096,content_1297d12799d50ddc,84.41,growing,0.8133333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,74157.0,118.0,0.0016,6.58,1.29,92,high
10100,client_62f4a7e64f5e0096,content_53f65f9eeb26aa77,84.41,growing,0.82,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,25799.0,332.0,0.0129,3.68,0.66,92,high
10101,client_e547b89c05043229,content_293360e95b00a950,84.41,growing,0.84,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,11383.0,30.0,0.0026,5.63,1.43,47,high
10102,client_9958f0a7ae1df715,content_ef5675f91e5e2a64,84.41,declining,0.7466666666666667,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,10521.0,56.0,0.0053,5.61,2.05,92,high
10103,client_23a62021009f63c4,content_29d23bc038661d93,84.41,declining,0.75,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,9508.0,18.0,0.0019,1.06,1.34,92,high
10104,client_73cda7b4e4f265ea,content_99abb65d6db45688,84.41,declining,0.75,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,9501.0,35.0,0.0037,3.86,1.57,92,high
10105,client_9958f0a7ae1df715,content_e45c7cd82d392d54,84.41,declining,0.76,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,7212.0,30.0,0.0042,7.23,2.93,92,high
10106,client_23a62021009f63c4,content_6fd343ab7f78a295,84.41,growing,0.8566666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6994.0,5.0,0.0007,0.84,0.99,92,high
10107,client_23a62021009f63c4,content_68d0e46da7013a46,84.41,growing,0.8733333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4767.0,13.0,0.0027,20.94,9.67,54,high
10108,client_62f4a7e64f5e0096,content_188b924f3b96f261,84.41,growing,0.8833333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3885.0,4.0,0.001,0.7,1.0,92,high
10109,client_23a62021009f63c4,content_f536ecbc9d17201a,84.41,declining,0.79,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,3724.0,32.0,0.0086,8.59,5.26,92,high
10110,client_73cda7b4e4f265ea,content_ca3700b17aa2324a,84.41,growing,0.8866666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3643.0,1.0,0.0003,3.62,2.28,92,high
10111,client_9958f0a7ae1df715,content_b503437733995c54,84.41,declining,0.7966666666666666,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,3313.0,7.0,0.0021,11.47,11.48,88,high
10112,client_62f4a7e64f5e0096,content_bf6962c54dce1a09,84.41,growing,0.8933333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3238.0,3.0,0.0009,3.32,1.68,92,high
10113,client_73cda7b4e4f265ea,content_f17fdc3c7df9f550,84.41,growing,0.9,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2884.0,7.0,0.0024,5.71,3.53,92,high
10114,client_73cda7b4e4f265ea,content_b7ca695351297b76,84.41,growing,0.9033333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2710.0,1.0,0.0004,12.15,8.08,92,high
10115,client_23a62021009f63c4,content_9e795d5d61f049c0,84.41,growing,0.9066666666666666,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2562.0,6.0,0.0023,10.75,6.43,92,high
10116,client_73cda7b4e4f265ea,content_303ff6d22c15545b,84.41,growing,0.9066666666666666,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2562.0,1.0,0.0004,12.5,5.17,92,high
10117,client_e547b89c05043229,content_0daee3d6fa16ee79,84.41,growing,0.9066666666666666,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2560.0,4.0,0.0016,19.27,8.27,47,high
10118,client_73cda7b4e4f265ea,content_5d84f61440c3dc2f,84.41,growing,0.9166666666666666,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2186.0,5.0,0.0023,5.65,1.98,75,high
10119,client_e547b89c05043229,content_25ca8c9b89a35235,84.41,growing,0.9266666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1881.0,3.0,0.0016,13.17,5.79,47,high
10120,client_e547b89c05043229,content_681f6dc9df0770b4,84.41,growing,0.9266666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1880.0,1.0,0.0005,7.84,3.62,47,high
10121,client_62f4a7e64f5e0096,content_cbb86d5fc7751d77,84.41,growing,0.93,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1781.0,2.0,0.0011,8.63,3.47,47,high
10122,client_23a62021009f63c4,content_a8d19b7b9c27d951,84.41,worth_review,0.9866666666666667,WEAK_CTR_REVIEW,MANUAL_REVIEW,1401.0,0.0,0.0,4.72,5.56,92,high
10123,client_e547b89c05043229,content_99dbde256f521c1e,84.41,worth_review,0.99,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1340.0,0.0,0.0,19.15,30.78,40,high
10124,client_e547b89c05043229,content_29ccc41f46b3094c,84.41,growing,0.95,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1322.0,1.0,0.0008,8.22,6.73,47,high
10125,client_9958f0a7ae1df715,content_04832492a7ae1784,84.41,declining,0.8566666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1281.0,17.0,0.0133,8.76,7.22,91,high
10126,client_23a62021009f63c4,content_4e1268de29d64894,84.41,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1160.0,0.0,0.0,7.55,5.28,47,high
10127,client_3197e6291363b4db,content_64d0e77fd63950ec,84.41,declining,0.8833333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,885.0,4.0,0.0045,16.91,11.66,87,high
10128,client_62f4a7e64f5e0096,content_8ddf9e82aa034970,84.4,growing,0.82,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,25562.0,123.0,0.0048,2.57,0.61,92,high
10129,client_73cda7b4e4f265ea,content_8b674d827d5da401,84.4,growing,0.8333333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,14838.0,104.0,0.007,1.93,0.8,92,high
10130,client_e547b89c05043229,content_836f2bcff6c8a192,84.4,growing,0.8366666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,12789.0,22.0,0.0017,4.77,1.14,47,high
10131,client_73cda7b4e4f265ea,content_7e28e26b27fd540e,84.4,declining,0.77,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,5656.0,18.0,0.0032,3.14,2.0,92,high
10132,client_73cda7b4e4f265ea,content_cf53164f8fcb7ab6,84.4,growing,0.88,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4123.0,7.0,0.0017,4.24,1.88,92,high
10133,client_62f4a7e64f5e0096,content_bd2290411b40a93e,84.4,growing,0.8866666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3633.0,6.0,0.0017,3.65,1.6,92,high
10134,client_23a62021009f63c4,content_f1e7f89e27f576b5,84.4,growing,0.8933333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3225.0,25.0,0.0078,11.25,7.45,61,high
10135,client_62f4a7e64f5e0096,content_ec1407c0979394d2,84.4,declining,0.81,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,2611.0,13.0,0.005,6.9,2.24,92,high
10136,client_e547b89c05043229,content_d46606798db67d18,84.4,growing,0.9366666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1600.0,3.0,0.0019,6.57,2.45,47,high
10137,client_e547b89c05043229,content_b2d10051ce9621f0,84.4,growing,0.94,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1524.0,1.0,0.0007,6.9,5.44,47,high
10138,client_73cda7b4e4f265ea,content_5347abcb9fb72269,84.4,declining,0.8466666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1476.0,2.0,0.0014,35.18,26.02,84,high
10139,client_e547b89c05043229,content_0f4f922c2a21a7bc,84.4,growing,0.9466666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1382.0,5.0,0.0036,3.5,2.82,47,high
10140,client_e547b89c05043229,content_757b1fa67827358d,84.4,growing,0.95,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1320.0,1.0,0.0008,19.34,7.38,47,high
10141,client_62f4a7e64f5e0096,content_f8c5207776c75f20,84.4,worth_review,0.9933333333333333,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1273.0,0.0,0.0,50.41,22.17,91,high
10142,client_fef1a8f436438636,content_97ca4867b6b096a1,84.4,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1214.0,0.0,0.0,18.04,24.45,56,high
10143,client_62f4a7e64f5e0096,content_29d84d035a064675,84.4,growing,0.9566666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1198.0,4.0,0.0033,2.22,1.31,56,high
10144,client_e547b89c05043229,content_30ee715a863485a3,84.4,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1159.0,0.0,0.0,4.92,4.42,47,high
10145,client_e547b89c05043229,content_445215f33e373ac8,84.4,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1157.0,0.0,0.0,13.69,7.89,47,high
10146,client_23a62021009f63c4,content_c23dd34230356982,84.4,growing,0.96,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1143.0,6.0,0.0052,10.38,6.88,54,high
10147,client_9958f0a7ae1df715,content_2534dc684e1d583e,84.4,declining,0.87,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1063.0,1.0,0.0009,10.95,7.42,85,high
10148,client_9958f0a7ae1df715,content_e894f31c2cd0bf8d,84.4,declining,0.87,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1061.0,2.0,0.0019,10.56,10.52,87,high
10149,client_e547b89c05043229,content_77276ad7a26f4905,84.39,growing,0.8133333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,63165.0,116.0,0.0018,6.65,1.7,47,high
10150,client_62f4a7e64f5e0096,content_2f527d029f376688,84.39,growing,0.8333333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,14708.0,55.0,0.0037,5.67,1.05,92,high
10151,client_23a62021009f63c4,content_4587d8493fafb641,84.39,declining,0.74,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,13369.0,65.0,0.0049,15.15,5.9,92,high
10152,client_73cda7b4e4f265ea,content_17cdafb20df641be,84.39,growing,0.84,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,11240.0,84.0,0.0075,3.81,1.06,92,high
10153,client_e547b89c05043229,content_f6963771704e02f9,84.39,growing,0.8466666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,9095.0,24.0,0.0026,4.59,0.67,47,high
10154,client_62f4a7e64f5e0096,content_b6ac1db667dbb642,84.39,growing,0.8533333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,7563.0,51.0,0.0067,4.19,1.2,92,high
10155,client_9958f0a7ae1df715,content_96ca958960d13913,84.39,declining,0.76,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,7156.0,20.0,0.0028,5.9,3.26,92,high
10156,client_23a62021009f63c4,content_edb410a717ebbd66,84.39,growing,0.86,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6396.0,4.0,0.0006,3.38,3.22,92,high
10157,client_73cda7b4e4f265ea,content_f8c901ae5c48a387,84.39,growing,0.86,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6395.0,29.0,0.0045,4.96,1.16,92,high
10158,client_62f4a7e64f5e0096,content_3d0cb3485ceeadea,84.39,growing,0.8666666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,5480.0,4.0,0.0007,2.31,1.36,92,high
10159,client_62f4a7e64f5e0096,content_007aa72d1721cd86,84.39,growing,0.8766666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4402.0,15.0,0.0034,3.15,2.03,92,high
10160,client_e547b89c05043229,content_b3d8b77fea8916d8,84.39,growing,0.9033333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2700.0,22.0,0.0081,6.45,5.62,47,high
10161,client_e547b89c05043229,content_80959d159c351fc0,84.39,growing,0.92,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2072.0,5.0,0.0024,3.36,1.66,47,high
10162,client_23a62021009f63c4,content_62df9d2013ad63e4,84.39,growing,0.9233333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1967.0,29.0,0.0147,8.35,5.02,71,high
10163,client_23a62021009f63c4,content_4c0c1967ab655016,84.39,growing,0.9266666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1868.0,33.0,0.0177,11.8,7.3,50,high
10164,client_62f4a7e64f5e0096,content_8128123ed7f27c18,84.39,growing,0.93,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1771.0,1.0,0.0006,12.18,2.5,11,high
10165,client_73cda7b4e4f265ea,content_25f28df1dce12d26,84.39,declining,0.8433333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1550.0,8.0,0.0052,12.52,8.69,92,high
10166,client_73cda7b4e4f265ea,content_05c6be0e04e0317a,84.39,growing,0.9433333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1443.0,3.0,0.0021,3.76,2.44,65,high
10167,client_fef1a8f436438636,content_e8460c92c60ad699,84.39,worth_review,0.9933333333333333,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1269.0,0.0,0.0,23.82,15.96,92,high
10168,client_e547b89c05043229,content_1615bd4e98464f08,84.39,growing,0.9533333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1254.0,12.0,0.0096,10.98,4.13,47,high
10169,client_62f4a7e64f5e0096,content_ebc14c3595626fee,84.39,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1211.0,0.0,0.0,10.01,7.65,92,high
10170,client_e547b89c05043229,content_849b5f8f7d0a655f,84.39,worth_review,0.9966666666666667,WEAK_CTR_REVIEW,MANUAL_REVIEW,1211.0,0.0,0.0,1.9,2.37,47,high
10171,client_2e65897d94f60220,content_7e58ef82fc42eb00,84.39,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1210.0,0.0,0.0,56.26,7.73,57,high
10172,client_73cda7b4e4f265ea,content_29e779014c5e120d,84.39,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1155.0,0.0,0.0,5.78,5.39,92,high
10173,client_e547b89c05043229,content_a0db503f889fa567,84.39,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1155.0,0.0,0.0,54.06,14.47,47,high
10174,client_62f4a7e64f5e0096,content_b2059ccfff443f93,84.39,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1154.0,0.0,0.0,4.12,3.69,92,high
10175,client_9958f0a7ae1df715,content_2399e2360ec8ac4a,84.39,declining,0.87,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1059.0,16.0,0.0151,10.53,12.42,90,high
10176,client_62f4a7e64f5e0096,content_43bf79efa854039a,84.39,growing,0.98,PREDICTED_GROWTH,PROTECT_AND_MONITOR,865.0,1.0,0.0012,3.84,0.92,8,high
10177,client_e547b89c05043229,content_f906d197db17fbc6,84.38,declining,0.7166666666666667,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,96639.0,1497.0,0.0155,3.48,0.54,47,high
10178,client_62f4a7e64f5e0096,content_95a3733c035b5f2b,84.38,growing,0.8133333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,57932.0,32.0,0.0006,4.72,2.04,92,high
10179,client_62f4a7e64f5e0096,content_5dd1e2116d6a5cf0,84.38,growing,0.8166666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,33236.0,56.0,0.0017,2.76,1.09,92,high
10180,client_73cda7b4e4f265ea,content_91d8af19d84c05a6,84.38,growing,0.8166666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,33107.0,34.0,0.001,6.91,1.16,92,high
10181,client_23a62021009f63c4,content_65d78a7819689aa0,84.38,growing,0.8166666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,33045.0,52.0,0.0016,4.92,1.51,92,high
10182,client_73cda7b4e4f265ea,content_4446548e18f88b17,84.38,growing,0.8266666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,20615.0,21.0,0.001,4.58,1.18,92,high
10183,client_73cda7b4e4f265ea,content_79609c05009e3086,84.38,worth_review,0.8733333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,15230.0,317.0,0.0208,1.9,0.46,92,high
10184,client_62f4a7e64f5e0096,content_e0a65c8aab4886bc,84.38,growing,0.8366666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,12555.0,86.0,0.0068,3.99,0.79,92,high
10185,client_fef1a8f436438636,content_7686a6c49894b338,84.38,growing,0.8433333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,10012.0,60.0,0.006,3.48,1.41,92,high
10186,client_73cda7b4e4f265ea,content_e1bc1f6bd32cbe6c,84.38,declining,0.7533333333333333,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,8494.0,20.0,0.0024,7.8,0.87,92,high
10187,client_23a62021009f63c4,content_48e4bd2f3817f37f,84.38,growing,0.86,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6359.0,78.0,0.0123,8.6,3.81,71,high
10188,client_73cda7b4e4f265ea,content_131bf4021a071de8,84.38,declining,0.7766666666666666,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,4834.0,14.0,0.0029,2.91,1.76,92,high
10189,client_73cda7b4e4f265ea,content_3b04fe833d338f65,84.38,growing,0.8866666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,3608.0,19.0,0.0053,4.91,1.3,92,high
10190,client_9958f0a7ae1df715,content_f168f4b5adb51d60,84.38,declining,0.82,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,2210.0,7.0,0.0032,7.81,2.91,81,high
10191,client_e547b89c05043229,content_3e57fae10cf084f3,84.38,growing,0.9233333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1959.0,6.0,0.0031,5.07,2.13,47,high
10192,client_9958f0a7ae1df715,content_5555a6a3e015944b,84.38,declining,0.8333333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1803.0,4.0,0.0022,12.08,12.66,87,high
10193,client_23a62021009f63c4,content_31a091b9d32ba4b7,84.38,growing,0.9366666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1593.0,18.0,0.0113,7.02,8.12,70,high
10194,client_73cda7b4e4f265ea,content_ee09163fd9d7d642,84.38,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1208.0,0.0,0.0,8.01,7.06,92,high
10195,client_73cda7b4e4f265ea,content_239c96ee6448e1c0,84.38,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1153.0,0.0,0.0,4.13,5.36,75,high
10196,client_62f4a7e64f5e0096,content_fbfbfd5ad4b9c67e,84.38,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1153.0,0.0,0.0,1.95,1.87,20,high
10197,client_73cda7b4e4f265ea,content_cf02f7e214208fde,84.38,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1151.0,0.0,0.0,63.59,12.12,92,high
10198,client_62f4a7e64f5e0096,content_38bc3b16b0fe4e5e,84.37,growing,0.8166666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,32885.0,87.0,0.0026,4.98,1.2,92,high
10199,client_23a62021009f63c4,content_bd63db2d0757e760,84.37,growing,0.8333333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,14456.0,5.0,0.0003,7.06,6.02,92,high
10200,client_62f4a7e64f5e0096,content_e28e2c10393e73f6,84.37,growing,0.84,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,11096.0,24.0,0.0022,2.86,0.71,92,high
10201,client_23a62021009f63c4,content_9dd14348a73903b3,84.37,declining,0.7533333333333333,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,8425.0,72.0,0.0085,5.33,2.67,47,high
10202,client_73cda7b4e4f265ea,content_ad2639a1ef5fce79,84.37,growing,0.8533333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,7473.0,16.0,0.0021,3.37,1.28,92,high
10203,client_23a62021009f63c4,content_fef149244e88bb4f,84.37,declining,0.76,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,7080.0,140.0,0.0198,8.38,5.66,71,high
10204,client_62f4a7e64f5e0096,content_c208a784e9904c0d,84.37,growing,0.86,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6330.0,28.0,0.0044,5.05,1.45,92,high
10205,client_fef1a8f436438636,content_bf5f7d6b2f69141a,84.37,growing,0.86,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,6321.0,16.0,0.0025,7.16,2.27,92,high
10206,client_fef1a8f436438636,content_44677b2ffd7549a9,84.37,growing,0.8666666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,5437.0,35.0,0.0064,3.4,1.72,83,high
10207,client_73cda7b4e4f265ea,content_cf7fef43f716456f,84.37,growing,0.8666666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,5435.0,22.0,0.004,2.82,1.3,92,high
10208,client_73cda7b4e4f265ea,content_c8d5ff9d3e52b868,84.37,growing,0.8733333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4688.0,7.0,0.0015,10.55,6.52,92,high
10209,client_23a62021009f63c4,content_6e2a80fe6a45ea5b,84.37,growing,0.8766666666666667,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4358.0,24.0,0.0055,4.76,3.64,92,high
10210,client_62f4a7e64f5e0096,content_137a72fc09b1b03b,84.37,growing,0.88,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,4070.0,4.0,0.001,0.28,0.31,92,high
10211,client_73cda7b4e4f265ea,content_6ef34b09addfed39,84.37,declining,0.8033333333333333,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,2914.0,20.0,0.0069,10.06,3.93,92,high
10212,client_e547b89c05043229,content_6cebaece2c138a05,84.37,growing,0.9033333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2676.0,6.0,0.0022,5.51,1.99,47,high
10213,client_e547b89c05043229,content_17bde4d5f61b8341,84.37,growing,0.91,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2397.0,5.0,0.0021,12.28,5.59,47,high
10214,client_9958f0a7ae1df715,content_0b3906822b667769,84.37,declining,0.8333333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1794.0,2.0,0.0011,13.26,16.57,89,high
10215,client_23a62021009f63c4,content_1e0116f663ca3891,84.37,declining,0.8466666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1464.0,7.0,0.0048,12.89,16.01,47,high
10216,client_73cda7b4e4f265ea,content_7980f0a09e731e94,84.37,worth_review,0.9866666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1387.0,0.0,0.0,25.89,24.42,88,high
10217,client_62f4a7e64f5e0096,content_a4c86c58d2303509,84.37,worth_review,0.99,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1326.0,0.0,0.0,11.25,17.09,71,high
10218,client_9958f0a7ae1df715,content_3718aa84d710545f,84.37,worth_review,0.99,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1325.0,0.0,0.0,26.72,20.66,91,high
10219,client_861cdcccf8049915,content_6b36fe0db023fd00,84.37,worth_review,0.9933333333333333,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1263.0,0.0,0.0,21.52,10.52,42,high
10220,client_62f4a7e64f5e0096,content_2f7b87133d7e458f,84.37,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1206.0,0.0,0.0,12.73,9.04,55,high
10221,client_e547b89c05043229,content_8cc865f68389a810,84.37,worth_review,0.9966666666666667,WEAK_CTR_REVIEW,MANUAL_REVIEW,1206.0,0.0,0.0,6.33,2.7,47,high
10222,client_fef1a8f436438636,content_e4d54e53ec6a58db,84.37,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1150.0,0.0,0.0,4.3,4.17,92,high
10223,client_e547b89c05043229,content_f89c807cf3df643f,84.37,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1149.0,0.0,0.0,5.32,4.82,47,high
10224,client_fef1a8f436438636,content_6414cd16bdb2ff7b,84.37,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1148.0,0.0,0.0,17.05,16.91,87,high
10225,client_e547b89c05043229,content_118ace14e1d7a158,84.37,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,1148.0,0.0,0.0,14.87,9.6,47,high
10226,client_e547b89c05043229,content_786c41981c65a989,84.37,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,1148.0,0.0,0.0,11.8,5.76,47,high
10227,client_e547b89c05043229,content_2a093159c6c99400,84.37,growing,0.9633333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1087.0,3.0,0.0028,8.79,5.71,47,high
10228,client_861cdcccf8049915,content_5363e4e54b82ee40,84.37,growing,0.98,PREDICTED_GROWTH,PROTECT_AND_MONITOR,860.0,3.0,0.0035,3.95,0.95,12,high
10229,client_62f4a7e64f5e0096,content_5a72c572b009ca1d,84.37,growing,0.9833333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,824.0,5.0,0.0061,1.51,0.45,6,high
10230,client_9958f0a7ae1df715,content_c7424858815ccf1e,84.37,declining,0.9266666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,496.0,5.0,0.0101,15.52,16.04,77,med
10231,client_73cda7b4e4f265ea,content_53d3dcb833154302,84.36,growing,0.8133333333333334,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,53777.0,146.0,0.0027,6.32,0.76,92,high
