rank,client_hash_id,content_hash_id,action_score,predicted_label,model_confidence,reason_code,action_label,total_impressions,clicks_a,ctr,avg_position,position_volatility,active_gsc_days,volume_tier
46167,client_62f4a7e64f5e0096,content_7c2c612e1518c458,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,10.51,10.57,37,med
46168,client_73cda7b4e4f265ea,content_7ca5f5546d14092c,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,49.49,29.42,30,med
46169,client_e547b89c05043229,content_9661d238758ba5da,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,0.52,1.63,38,med
46170,client_861cdcccf8049915,content_777d24cda86a81c7,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,53.07,21.38,32,med
46171,client_861cdcccf8049915,content_c4ca25af234e9f40,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,58.07,23.66,35,med
46172,client_e547b89c05043229,content_70b217cb2ebf57e9,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,13.88,15.13,33,med
46173,client_e547b89c05043229,content_7f1f317ca7d6ad81,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,20.48,25.87,36,med
46174,client_65de48885f4ef01b,content_4f76e2eb9e7f64c4,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,8.94,2.54,29,med
46175,client_65de48885f4ef01b,content_805c4c08c04e4485,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,29.95,16.65,27,med
46176,client_08a6a72ff48e62c0,content_5610ccdff96ef254,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,73.23,23.99,21,med
46177,client_861cdcccf8049915,content_9c13077e30e71dd7,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,33.77,25.08,23,med
46178,client_861cdcccf8049915,content_cd7b4a06a281fdd4,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,9.9,13.54,21,med
46179,client_861cdcccf8049915,content_650b7ee1ff0e3c85,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,54.32,16.66,24,med
46180,client_62f4a7e64f5e0096,content_db3565632702d48f,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,4.13,6.3,19,med
46181,client_62f4a7e64f5e0096,content_594a4b3563f03d86,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,8.8,10.97,17,med
46182,client_62f4a7e64f5e0096,content_b8df733ec33b6de5,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,48.39,23.32,15,med
46183,client_62f4a7e64f5e0096,content_249e1c6317d1126b,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,3.57,3.93,17,med
46184,client_62f4a7e64f5e0096,content_7943b6caa1c5228b,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,9.3,12.13,16,med
46185,client_2094c6eb080311d5,content_73ed8518e518f297,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,18.95,16.0,8,med
46186,client_861cdcccf8049915,content_dd8e5c5ece93abf6,75.04,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,122.0,0.0,0.0,16.34,16.31,14,med
46187,client_fef1a8f436438636,content_9646b5037272bf2b,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,1.84,2.38,13,med
46188,client_62f4a7e64f5e0096,content_4621053ad3f9069d,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,2.69,2.73,8,med
46189,client_fef1a8f436438636,content_9b91932efd4d83f1,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,3.36,4.37,5,med
46190,client_fef1a8f436438636,content_c3567373e166273b,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,2.69,1.88,5,med
46191,client_fef1a8f436438636,content_a14fa42419fd7de5,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,7.37,4.49,5,med
46192,client_fef1a8f436438636,content_f621fbfedc4e9957,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,5.26,1.96,5,med
46193,client_fef1a8f436438636,content_198ff5df06e9c47f,75.04,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,122.0,0.0,0.0,3.77,1.76,5,med
46194,client_73cda7b4e4f265ea,content_f9580e47eb9e0266,75.04,declining,0.8666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,117.0,1.0,0.0085,47.8,28.9,56,med
46195,client_3197e6291363b4db,content_52dc279df9d1b3cd,75.04,declining,0.8666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,117.0,1.0,0.0085,5.49,3.21,43,med
46196,client_08a6a72ff48e62c0,content_f2621c56e9e4cb24,75.04,declining,0.8866666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,88.0,4.0,0.0455,11.7,11.13,47,med
46197,client_08a6a72ff48e62c0,content_600043d71baeb0fe,75.04,declining,0.94,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,37.0,1.0,0.027,10.02,12.81,29,low
46198,client_73cda7b4e4f265ea,content_2d4c64099646ecd6,75.04,declining,0.9766666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,19.0,1.0,0.0526,52.66,31.11,16,low
46199,client_23a62021009f63c4,content_5ab47eb255a4c0e2,75.03,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,37108.0,267.0,0.0072,10.96,4.71,92,high
46200,client_62f4a7e64f5e0096,content_37b1b965c6c1f4c3,75.03,worth_review,0.6966666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,21994.0,29.0,0.0013,7.05,2.73,92,high
46201,client_e547b89c05043229,content_75066a9ecf158016,75.03,worth_review,0.7066666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,13078.0,38.0,0.0029,4.65,2.12,47,high
46202,client_73cda7b4e4f265ea,content_548367063b44a409,75.03,worth_review,0.71,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,11494.0,26.0,0.0023,5.46,0.76,92,high
46203,client_fef1a8f436438636,content_7ab3d18483395412,75.03,worth_review,0.7166666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,9277.0,32.0,0.0034,5.0,1.85,92,high
46204,client_73cda7b4e4f265ea,content_43e2200853871d6c,75.03,worth_review,0.7333333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,5999.0,49.0,0.0082,4.07,1.33,92,high
46205,client_73cda7b4e4f265ea,content_f9658840914fa1f9,75.03,recovering,0.67,PREDICTED_RECOVERY,VERIFY_AND_PROTECT_RECOVERY,4031.0,3.0,0.0007,30.69,11.3,92,high
46206,client_e547b89c05043229,content_890cb953eed5b06a,75.03,growing,0.7433333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2283.0,7.0,0.0031,5.04,10.94,46,high
46207,client_73cda7b4e4f265ea,content_163759a6effceabf,75.03,growing,0.7833333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1251.0,4.0,0.0032,15.76,6.51,92,high
46208,client_e547b89c05043229,content_0fa280e40734db17,75.03,growing,0.81,PREDICTED_GROWTH,PROTECT_AND_MONITOR,863.0,3.0,0.0035,11.44,9.17,47,high
46209,client_62f4a7e64f5e0096,content_a1beab370cbf49b7,75.03,declining,0.7166666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,839.0,14.0,0.0167,5.78,6.99,92,high
46210,client_73cda7b4e4f265ea,content_0a01602bc1e6421b,75.03,growing,0.82,PREDICTED_GROWTH,PROTECT_AND_MONITOR,756.0,4.0,0.0053,6.67,3.54,91,high
46211,client_73cda7b4e4f265ea,content_dadcd95c1eafb53f,75.03,growing,0.8266666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,690.0,9.0,0.013,3.55,3.36,91,high
46212,client_23a62021009f63c4,content_8998802f4a81ebc7,75.03,declining,0.7566666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,498.0,1.0,0.002,12.37,21.84,41,med
46213,client_73cda7b4e4f265ea,content_eaf1c4bfb6d979c8,75.03,growing,0.86,PREDICTED_GROWTH,PROTECT_AND_MONITOR,451.0,2.0,0.0044,4.31,8.99,74,med
46214,client_73cda7b4e4f265ea,content_5777ae0c9a2fb5f2,75.03,growing,0.86,PREDICTED_GROWTH,PROTECT_AND_MONITOR,451.0,2.0,0.0044,11.12,12.85,59,med
46215,client_62f4a7e64f5e0096,content_4f1f21e36a5ada16,75.03,declining,0.7866666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,341.0,2.0,0.0059,7.47,8.72,88,med
46216,client_e547b89c05043229,content_5d6131702b65bee6,75.03,declining,0.8433333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,162.0,1.0,0.0062,7.01,16.05,42,med
46217,client_fef1a8f436438636,content_27c1a4e67efb2373,75.03,worth_review,0.99,WEAK_CTR_REVIEW,MANUAL_REVIEW,140.0,0.0,0.0,8.72,4.8,5,med
46218,client_08a6a72ff48e62c0,content_0a679ffe95ca7f5b,75.03,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,127.0,0.0,0.0,36.74,27.99,43,med
46219,client_e547b89c05043229,content_c29f69d03f3c6c4f,75.03,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,127.0,0.0,0.0,2.96,6.99,45,med
46220,client_73cda7b4e4f265ea,content_7ce2d3d8588b8e2d,75.03,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,127.0,0.0,0.0,11.89,7.84,26,med
46221,client_ff644d8251367cbb,content_5e215650acf0f347,75.03,worth_review,0.9966666666666667,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,127.0,0.0,0.0,19.1,16.29,22,med
46222,client_73cda7b4e4f265ea,content_4fdbf5a9cf3d4b8d,75.03,declining,0.8833333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,92.0,2.0,0.0217,5.03,7.55,55,med
46223,client_73cda7b4e4f265ea,content_3dccd3b5d4447e8a,75.03,declining,0.9666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,23.0,1.0,0.0435,29.47,32.63,16,low
46224,client_e547b89c05043229,content_f1c16ef7321deccc,75.02,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,36058.0,333.0,0.0092,4.38,0.82,47,high
46225,client_73cda7b4e4f265ea,content_e477fb0dbdabb459,75.02,worth_review,0.7466666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,4460.0,20.0,0.0045,6.85,1.25,92,high
46226,client_23a62021009f63c4,content_454fa07605620a52,75.02,recovering,0.6666666666666666,PREDICTED_RECOVERY,VERIFY_AND_PROTECT_RECOVERY,4269.0,1.0,0.0002,4.37,3.99,92,high
46227,client_23a62021009f63c4,content_d721f2894be4a885,75.02,declining,0.6466666666666666,HIGH_VOLUME_DECLINE_RISK,REVIEW_AND_IMPROVE,2322.0,1.0,0.0004,1.03,2.39,92,high
46228,client_fef1a8f436438636,content_574b5ca6879aa43c,75.02,growing,0.7433333333333333,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2279.0,3.0,0.0013,0.96,1.01,92,high
46229,client_73cda7b4e4f265ea,content_ff7a826ad2d639b6,75.02,declining,0.6566666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1993.0,15.0,0.0075,2.36,1.6,92,high
46230,client_23a62021009f63c4,content_a76b8d3732a88bfa,75.02,growing,0.7533333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1954.0,1.0,0.0005,6.0,5.17,46,high
46231,client_e547b89c05043229,content_940f2b1265d6efd7,75.02,declining,0.6633333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1795.0,14.0,0.0078,7.05,4.92,47,high
46232,client_861cdcccf8049915,content_99a56180c8166eca,75.02,growing,0.7766666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1371.0,1.0,0.0007,14.78,7.1,57,high
46233,client_fef1a8f436438636,content_4731e734b9bd5eba,75.02,declining,0.6833333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1332.0,3.0,0.0023,5.1,4.56,92,high
46234,client_9958f0a7ae1df715,content_9acd0ff5c71ffdc4,75.02,declining,0.6866666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,1268.0,1.0,0.0008,9.54,4.84,92,high
46235,client_e547b89c05043229,content_eaf37d0b67f01cc1,75.02,growing,0.7866666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1189.0,1.0,0.0008,22.21,23.43,47,high
46236,client_08a6a72ff48e62c0,content_fcb41517802ec6ec,75.02,growing,0.79,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1133.0,9.0,0.0079,7.06,2.01,85,high
46237,client_e547b89c05043229,content_1f62ba185daa9b5b,75.02,growing,0.7933333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1087.0,1.0,0.0009,12.43,11.62,47,high
46238,client_73cda7b4e4f265ea,content_ff4b0d59765b5570,75.02,growing,0.81,PREDICTED_GROWTH,PROTECT_AND_MONITOR,861.0,3.0,0.0035,12.44,9.39,92,high
46239,client_62f4a7e64f5e0096,content_34de90330b364461,75.02,growing,0.8233333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,720.0,2.0,0.0028,2.92,5.13,90,high
46240,client_e547b89c05043229,content_45d72f84d383eb7b,75.02,growing,0.83,PREDICTED_GROWTH,PROTECT_AND_MONITOR,661.0,2.0,0.003,1.68,1.49,47,high
46241,client_73cda7b4e4f265ea,content_7fea2c85912a9e89,75.02,declining,0.7466666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,564.0,2.0,0.0035,3.77,4.89,90,med
46242,client_23a62021009f63c4,content_373a15c92431bb22,75.02,growing,0.8633333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,431.0,2.0,0.0046,8.35,8.97,41,med
46243,client_fef1a8f436438636,content_282aa0fedcbed160,75.02,growing,0.8766666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,364.0,2.0,0.0055,6.86,7.48,50,med
46244,client_23a62021009f63c4,content_c6c4cc39107f7b09,75.02,growing,0.8833333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,335.0,1.0,0.003,5.62,5.89,30,med
46245,client_e547b89c05043229,content_7e9b4d53a9571ac4,75.02,growing,0.8866666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,322.0,1.0,0.0031,4.14,4.96,47,med
46246,client_62f4a7e64f5e0096,content_728b498728fde541,75.02,declining,0.8166666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,231.0,1.0,0.0043,3.04,7.95,77,med
46247,client_08a6a72ff48e62c0,content_36d59e55ebbcb635,75.02,declining,0.8233333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,211.0,3.0,0.0142,44.39,29.66,77,med
46248,client_62f4a7e64f5e0096,content_e392d4a4b7957e0d,75.02,growing,0.9266666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,190.0,3.0,0.0158,5.39,1.99,8,med
46249,client_62f4a7e64f5e0096,content_684f1bb952bbc3c9,75.02,worth_review,0.9933333333333333,WEAK_CTR_REVIEW,MANUAL_REVIEW,133.0,0.0,0.0,2.45,1.78,20,med
46250,client_08a6a72ff48e62c0,content_a563b29c99370ff8,75.02,declining,0.8966666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,75.0,3.0,0.04,8.12,8.89,30,med
46251,client_23a62021009f63c4,content_a3f5e4f5e5974b81,75.02,declining,0.8966666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,75.0,2.0,0.0267,12.26,20.25,33,med
46252,client_fef1a8f436438636,content_4ee6eaadf5382eb2,75.01,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,35181.0,53.0,0.0015,2.9,0.94,92,high
46253,client_861cdcccf8049915,content_809b1ed0df4fd55c,75.01,growing,0.66,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,16843.0,50.0,0.003,6.95,2.5,57,high
46254,client_23a62021009f63c4,content_b7d6cd400955aa90,75.01,worth_review,0.7133333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,10163.0,32.0,0.0031,8.72,4.45,92,high
46255,client_62f4a7e64f5e0096,content_c933fa654e7e3e5d,75.01,worth_review,0.7166666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,9219.0,43.0,0.0047,4.22,1.73,92,high
46256,client_3197e6291363b4db,content_9d9f0e6627948ba2,75.01,worth_review,0.7366666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,5521.0,36.0,0.0065,9.46,5.12,92,high
46257,client_73cda7b4e4f265ea,content_357df4697d691ac8,75.01,worth_review,0.7466666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,4423.0,28.0,0.0063,2.39,0.98,92,high
46258,client_08a6a72ff48e62c0,content_e794fbab2d373dc1,75.01,worth_review,0.77,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,2887.0,27.0,0.0094,7.91,1.06,92,high
46259,client_73cda7b4e4f265ea,content_d258f0f8e5a2d4d0,75.01,growing,0.74,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,2392.0,14.0,0.0059,2.75,1.15,92,high
46260,client_73cda7b4e4f265ea,content_c723206618cc93a4,75.01,growing,0.7733333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1433.0,11.0,0.0077,2.65,2.95,92,high
46261,client_fef1a8f436438636,content_2bd3936f3dc97513,75.01,growing,0.79,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1132.0,10.0,0.0088,5.56,3.48,92,high
46262,client_73cda7b4e4f265ea,content_bfaf977576182712,75.01,growing,0.7966666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1031.0,2.0,0.0019,14.4,11.01,75,high
46263,client_9958f0a7ae1df715,content_77d44a4d4fa9c472,75.01,declining,0.7066666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,956.0,1.0,0.001,14.25,15.18,91,high
46264,client_62f4a7e64f5e0096,content_cf086558f49e0830,75.01,growing,0.81,PREDICTED_GROWTH,PROTECT_AND_MONITOR,859.0,2.0,0.0023,6.28,6.48,88,high
46265,client_9958f0a7ae1df715,content_1ec8f1497ee62c5b,75.01,declining,0.7166666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,837.0,1.0,0.0012,25.51,17.53,92,high
46266,client_e547b89c05043229,content_b1c4efd38161da55,75.01,growing,0.82,PREDICTED_GROWTH,PROTECT_AND_MONITOR,753.0,1.0,0.0013,19.31,11.7,47,high
46267,client_e547b89c05043229,content_934673df68270ae8,75.01,growing,0.82,PREDICTED_GROWTH,PROTECT_AND_MONITOR,753.0,2.0,0.0027,6.94,4.9,47,high
46268,client_08a6a72ff48e62c0,content_f1499c78a95a2bbf,75.01,growing,0.8233333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,718.0,2.0,0.0028,14.72,9.74,90,high
46269,client_e547b89c05043229,content_1516dbd62f04b640,75.01,growing,0.8333333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,633.0,1.0,0.0016,15.47,11.15,47,high
46270,client_fef1a8f436438636,content_30ab4d9ee13fe554,75.01,declining,0.7433333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,588.0,1.0,0.0017,7.71,5.84,75,med
46271,client_e547b89c05043229,content_66a6182814b12edc,75.01,declining,0.7466666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,562.0,1.0,0.0018,22.75,22.82,46,med
46272,client_3197e6291363b4db,content_f8ee15bd1bf388d6,75.01,declining,0.79,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,326.0,1.0,0.0031,10.22,5.54,59,med
46273,client_08a6a72ff48e62c0,content_7e7313c7694d5617,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,21.56,29.25,50,med
46274,client_62f4a7e64f5e0096,content_96ed442a96c04b2d,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,49.28,25.86,59,med
46275,client_62f4a7e64f5e0096,content_b6b9bfbbb0b41604,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,43.89,32.13,59,med
46276,client_62f4a7e64f5e0096,content_72d6dc4df1ca7f05,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,8.54,18.77,62,med
46277,client_62f4a7e64f5e0096,content_bd0f8a8a42483f6a,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,38.32,31.38,64,med
46278,client_62f4a7e64f5e0096,content_2cb6c5cf261ebcf8,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,27.96,31.62,63,med
46279,client_62f4a7e64f5e0096,content_11f6e34d56498688,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,35.0,30.92,68,med
46280,client_62f4a7e64f5e0096,content_0f0afdca12f5f459,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,4.04,4.34,63,med
46281,client_62f4a7e64f5e0096,content_2244ee1e0a8fb72a,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,21.18,28.75,48,med
46282,client_62f4a7e64f5e0096,content_38df70f473e0817b,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,10.15,20.16,62,med
46283,client_73cda7b4e4f265ea,content_c2f550a494efcb7a,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,6.86,12.62,57,med
46284,client_73cda7b4e4f265ea,content_f5373c72f8b19548,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,13.54,20.23,56,med
46285,client_73cda7b4e4f265ea,content_e2b2f3eba8c363b3,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,83.49,13.73,81,med
46286,client_62f4a7e64f5e0096,content_5811c555d446c88d,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,2.02,3.01,48,med
46287,client_62f4a7e64f5e0096,content_a996529268858d72,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,15.53,21.84,49,med
46288,client_08a6a72ff48e62c0,content_0fa81807ca034ac8,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,72.5,11.88,89,med
46289,client_c182d11e4862a37d,content_a4b114c75030fda5,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,4.39,4.57,29,med
46290,client_3197e6291363b4db,content_0ee7bec810818254,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,5.83,3.26,54,med
46291,client_ff644d8251367cbb,content_73410980f9382956,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,7.84,3.07,52,med
46292,client_73cda7b4e4f265ea,content_86731310bc53ae6e,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,84.12,16.92,63,med
46293,client_73cda7b4e4f265ea,content_2341a68678b162a6,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,61.48,31.65,57,med
46294,client_73cda7b4e4f265ea,content_c58c71723d916c3e,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,61.19,33.74,53,med
46295,client_73cda7b4e4f265ea,content_48d63325e6b513bd,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,40.5,34.49,65,med
46296,client_73cda7b4e4f265ea,content_a849a365172a6391,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,2.56,5.08,63,med
46297,client_73cda7b4e4f265ea,content_60f282547628c30d,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,17.85,23.89,64,med
46298,client_3197e6291363b4db,content_dd2283d9cda31d2f,75.01,worth_review,1.0,WEAK_CTR_REVIEW,MANUAL_REVIEW,121.0,0.0,0.0,8.47,1.82,58,med
46299,client_08a6a72ff48e62c0,content_e2a355a9fc7ad7f1,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,29.99,29.55,39,med
46300,client_3197e6291363b4db,content_5e2a069ec94e4321,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,7.41,6.3,54,med
46301,client_3197e6291363b4db,content_6167489aedd68f63,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,8.72,8.61,37,med
46302,client_73cda7b4e4f265ea,content_f4c51e64d85ac292,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,17.05,21.87,71,med
46303,client_73cda7b4e4f265ea,content_7752baa9fa6118ab,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,2.58,8.13,62,med
46304,client_73cda7b4e4f265ea,content_1e3e797542763631,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,11.01,18.28,65,med
46305,client_73cda7b4e4f265ea,content_7ae4fcc5889f4283,75.01,worth_review,1.0,WEAK_CTR_POSITION_VOLATILITY,MANUAL_REVIEW,121.0,0.0,0.0,59.94,19.54,58,med
